Name E(MP2/CBS) E(HF/aDZ) E(HF/aDZ-ACP_Comp)
bh9_05_12P1 -270.1947758180 -268.9208273330 -270.19458234
bh9_05_12P2 -691.3495885100 -688.0373698310 -691.34932676
bh9_05_12R1 -271.0399331040 -269.7128747050 -271.04006872
bh9_05_12R2 -690.4760867030 -687.2100125960 -690.47478505
bh9_05_12TS -961.5363411950 -956.8606974120 -961.53676802
bh9_05_13P1 -232.4215936190 -231.3434837900 -232.42199551
bh9_05_13R1 -233.3067214630 -232.1752156940 -233.30662760
bh9_05_13TS -923.7654212320 -919.2995075000 -923.76584382
bh9_05_14P1 -346.2335335300 -344.6275316860 -346.23415135
bh9_05_14R1 -347.0949537190 -345.4197370020 -347.09526133
bh9_05_14TS -1037.5749654500 -1032.5730068400 -1037.57580054
bh9_05_15P1 -384.6125443310 -382.8471791570 -384.61264253
bh9_05_15R1 -385.4804621900 -383.6589240700 -385.48049113
bh9_05_15TS -1075.9516436400 -1070.7881164400 -1075.95199865
bh9_05_16P1 -843.7663668980 -841.7641870070 -843.76628126
bh9_05_16R1 -844.6369967770 -842.5813210910 -844.63713009
bh9_05_16TS -1535.1069598200 -1529.7067658600 -1535.10786597
bh9_05_17P1 -792.3992483760 -788.8716498820 -792.39872813
bh9_05_17P2 -992.8508217180 -989.8131028230 -992.85118183
bh9_05_17R1 -793.0853855380 -789.5019677030 -793.08463775
bh9_05_17R2 -992.1792565670 -989.2018767770 -992.17946038
bh9_05_17TS -1785.2734227600 -1778.6189208900 -1785.27193878
bh9_05_18P1 -837.2815070450 -833.5540696100 -837.28122163
bh9_05_18P2 -686.5282078520 -683.4726794080 -686.52795895
bh9_05_18R1 -838.0812969880 -834.3140602270 -838.07972270
bh9_05_18R2 -685.9068639930 -682.9106868880 -685.90724734
bh9_05_18TS -1523.9721079600 -1517.1383315200 -1523.97066665
bh9_05_19P1 -683.0367010060 -680.2755867120 -683.03683369
bh9_05_19R1 -683.9093402260 -681.0800092210 -683.90922601
bh9_05_19TS -1374.3795793100 -1368.2261540000 -1374.37958834
bh9_05_1P -531.0408354330 -528.8091954320 -531.04134838
bh9_05_1R -531.0308722740 -528.7992276970 -531.03151325
bh9_05_1TS -531.0315644820 -528.7820904490 -531.03132079
bh9_05_20P1 -422.6457942030 -420.7069933110 -422.64561721
bh9_05_20R1 -423.5038968920 -421.5104430130 -423.50428443
bh9_05_20TS -1113.9942220800 -1108.6517772700 -1113.99453230
bh9_05_21P1 -460.6357922360 -458.5343821130 -460.63631887
bh9_05_21R1 -461.4867502830 -459.3161683660 -461.48713022
bh9_05_21TS -1151.9753097800 -1146.4733735700 -1151.97598939
bh9_05_22P1 -588.9206801510 -586.3292715170 -588.91981123
bh9_05_22R1 -589.8057037180 -587.1671288320 -589.80521027
bh9_05_22TS -1280.2653725500 -1274.2811650300 -1280.26514997
bh9_05_23P1 -423.8700652740 -421.8961673470 -423.86991834
bh9_05_23R1 -424.7313483370 -422.7020666770 -424.73189036
bh9_05_23TS -1115.2105104100 -1109.8237610300 -1115.21002830
bh9_05_24P1 -676.0137816420 -672.9826895790 -676.01432749
bh9_05_24P2 -838.0815647650 -834.3144810680 -838.07999081
bh9_05_24R1 -676.8362855670 -673.7507244130 -676.83631496
bh9_05_24TS -1514.1046740500 -1507.2363216300 -1514.10444650
bh9_05_25P1 -499.0181529250 -496.7586870420 -499.01822129
bh9_05_25R1 -499.8717246640 -497.5543899760 -499.87186899
bh9_05_25TS -1190.3526265700 -1184.6884212400 -1190.35281184
bh9_05_26P1 -461.8940251430 -459.7543391670 -461.89388951
bh9_05_26R1 -462.7466810070 -460.5523962010 -462.74679616
bh9_05_26TS -1153.2424545500 -1147.6916661600 -1153.24123819
bh9_05_27P1 -461.9299196670 -459.7872706540 -461.93011565
bh9_05_27R1 -462.7783127000 -460.5791690720 -462.77891332
bh9_05_27TS -1153.2757424100 -1147.7251881700 -1153.27596042
bh9_05_28P1 -575.1182388710 -572.5220653660 -575.11783762
bh9_05_28R1 -575.9883321420 -573.3385219740 -575.98804531
bh9_05_28TS -1266.4735321600 -1260.4675739700 -1266.47212905
bh9_05_29P1 -500.8833300270 -498.5109661620 -500.88211526
bh9_05_29R1 -501.7665726640 -499.3370279630 -501.76665785
bh9_05_29TS -1192.2437865200 -1186.4711995200 -1192.24421013
bh9_05_2P -511.1877336850 -508.9892608090 -511.18787332
bh9_05_2R -511.1842030930 -508.9855649050 -511.18520388
bh9_05_2TS -511.1503135740 -508.9419185010 -511.15004277
bh9_05_30P1 -463.1178428590 -460.9418083890 -463.11789412
bh9_05_30R1 -463.9766555280 -461.7435076270 -463.97682523
bh9_05_30TS -1154.4605030000 -1148.8772432700 -1154.46020643
bh9_05_31P1 -576.0397106180 -573.3799533590 -576.03916762
bh9_05_31R1 -576.9118715090 -574.1942077720 -576.91143382
bh9_05_31TS -1267.3849424200 -1261.3197950200 -1267.38558247
bh9_05_32P1 -501.1737586830 -498.8252053860 -501.17369699
bh9_05_32R1 -502.0260855620 -499.6171363660 -502.02574245
bh9_05_32TS -1192.5181952200 -1186.7531361100 -1192.51824109
bh9_05_33P1 -539.1737140280 -536.6594721090 -539.17320963
bh9_05_33R1 -540.0174655350 -537.4497893670 -540.01759183
bh9_05_33TS -1230.5186776100 -1224.5930417300 -1230.51729177
bh9_05_34P1 -576.9334789060 -574.2272180450 -576.93434299
bh9_05_34R1 -577.7794075200 -575.0023673080 -577.78015542
bh9_05_34TS -1268.2759745200 -1262.1619904900 -1268.27668006
bh9_05_35P1 -576.2963617510 -573.6617708180 -576.29623900
bh9_05_35R1 -577.1382090450 -574.4480580410 -577.13848888
bh9_05_35TS -1267.6409313300 -1261.5923962600 -1267.63928018
bh9_05_36P1 -798.0206265180 -794.5054424900 -798.02075798
bh9_05_36P2 -710.6877422730 -707.2998938060 -710.68839979
bh9_05_36R1 -798.8490720130 -795.2813004770 -798.84985219
bh9_05_36R2 -709.8560716980 -706.5209774030 -709.85647460
bh9_05_36TS -1508.7138545400 -1501.7250815100 -1508.71231589
bh9_05_37P1 -732.3969195260 -730.1130318170 -732.39802093
bh9_05_37R1 -733.2180387040 -730.8806380270 -733.21578019
bh9_05_37TS -1423.7219239100 -1418.0282441400 -1423.72124948
bh9_05_38P1 -502.3543956470 -499.9743764060 -502.35418647
bh9_05_38R1 -503.2156711410 -500.7799597650 -503.21538192
bh9_05_38TS -1193.6989510600 -1187.9184013900 -1193.69922623
bh9_05_39P1 -502.3689600600 -499.9840287260 -502.36906524
bh9_05_39R1 -503.2224418400 -500.7818504720 -503.22270545
bh9_05_39TS -1193.7119661800 -1187.9226205100 -1193.71255517
bh9_05_3P -495.0975013760 -492.9495455430 -495.09812811
bh9_05_3R -495.0903933600 -492.9414686250 -495.09110071
bh9_05_3TS -495.0684362030 -492.9103053070 -495.06865023
bh9_05_40P1 -782.0049209510 -778.5400208010 -782.00582176
bh9_05_40R1 -782.8172672250 -779.3004634280 -782.81765174
bh9_05_40R2 -709.8575600150 -706.5246594370 -709.85816376
bh9_05_40TS -1492.6961633000 -1485.7743546500 -1492.69703462
bh9_05_41P1 -541.6003444610 -538.9991736250 -541.60112937
bh9_05_41R1 -542.4689854790 -539.8123051860 -542.46964744
bh9_05_41TS -1232.9441401600 -1226.9238113100 -1232.94456693
bh9_05_42P1 -731.5818224500 -728.0952971750 -731.58208702
bh9_05_42R1 -732.4392415680 -728.9001711490 -732.44055311
bh9_05_42TS -1422.9351792500 -1416.0288088300 -1422.93565775
bh9_05_4P -571.4525516060 -568.9713624560 -571.45229417
bh9_05_4R -571.4202998300 -568.9398227740 -571.42022343
bh9_05_4TS -571.4144690690 -568.9221380480 -571.41445813
bh9_05_5P1 -248.2510422550 -247.0979442340 -248.25212301
bh9_05_5P2 -265.0862430530 -263.8417480190 -265.08532270
bh9_05_5R1 -249.0519766460 -247.8522503540 -249.05157505
bh9_05_5R2 -264.2662394450 -263.0657128520 -264.26651821
bh9_05_5TS -513.3326001680 -510.8711891740 -513.33079688
bh9_05_6P -704.9439427210 -701.7846184410 -704.94503379
bh9_05_6R -704.9406921240 -701.7825281330 -704.94138236
bh9_05_6TS -704.9274227250 -701.7545767240 -704.92798097
bh9_05_7P2 -288.3011944820 -286.8955635770 -288.30091226
bh9_05_7R2 -287.5061193120 -286.1479047870 -287.50706581
bh9_05_7TS -552.5856091430 -549.9169940700 -552.58381143
bh9_05_8P -585.3497168890 -582.3817767470 -585.34846075
bh9_05_8R -585.3366267550 -582.3742436950 -585.33565129
bh9_05_8TS -585.3373323270 -582.3677626720 -585.33548378
bh9_05_9P -585.3029750600 -582.3252421460 -585.30168811
bh9_05_9R -585.2824072080 -582.3175432590 -585.28233792
bh9_05_9TS -585.2935618320 -582.3078836940 -585.29442636
bh9_06_10P -682.2601629700 -679.0093412540 -682.26065965
bh9_06_10R1 -344.0674871650 -342.5525240110 -344.06789119
bh9_06_10R2 -338.1091434660 -336.3865377800 -338.10899005
bh9_06_10TS -682.1806356150 -678.8935420950 -682.18142963
bh9_06_11P -682.2611185010 -679.0021452940 -682.26235311
bh9_06_11TS -682.1842383230 -678.8981972360 -682.18564148
bh9_06_12R -682.2677836510 -679.0100513060 -682.26781460
bh9_06_12TS -682.2407368290 -678.9610832270 -682.24079418
bh9_06_13TS -682.2546181290 -678.9771709260 -682.25510768
bh9_06_14R -682.2626631690 -679.0067706120 -682.26293997
bh9_06_14TS -682.2465467370 -678.9701590510 -682.24613263
bh9_06_15P -761.7318295190 -759.1075377110 -761.73251652
bh9_06_15R1 -235.4198099090 -234.2030835330 -235.42014620
bh9_06_15R2 -526.2697584580 -524.8742874170 -526.26926689
bh9_06_16P -1040.1326361200 -1035.3698118500 -1040.13186517
bh9_06_16R -1040.0766223500 -1035.3077155100 -1040.07714073
bh9_06_16TS -1040.0566256800 -1035.2393258800 -1040.05669834
bh9_06_17P -1040.1340589500 -1035.3655743600 -1040.13380215
bh9_06_17R -1040.0765647300 -1035.3144779500 -1040.07712122
bh9_06_17TS -1040.0545045300 -1035.2356025600 -1040.05405775
bh9_06_18P2 -409.2066633510 -408.3942559970 -409.20655384
bh9_06_18R1 -811.7008114970 -808.9422406330 -811.70092544
bh9_06_18R2 -408.5523409890 -407.7725540690 -408.55138668
bh9_06_19P -1632.6088560000 -1629.4591253000 -1632.60897975
bh9_06_19R2 -1514.9002410300 -1512.3730963300 -1514.89911447
bh9_06_1TS -559.9443665620 -558.5441657380 -559.94335326
bh9_06_20P -1731.7910209100 -1728.3260664800 -1731.79078377
bh9_06_20R1 -216.8709087860 -215.9506028410 -216.87084797
bh9_06_21P2 -552.5799065780 -551.6400913850 -552.58034207
bh9_06_21R1 -1515.5368741900 -1512.9773840700 -1515.53652141
bh9_06_21R2 -551.9326977050 -551.0378240160 -551.93232573
bh9_06_21TS -2067.4769433800 -2063.9846303300 -2067.47679593
bh9_06_22P -1671.8545762200 -1668.4970723100 -1671.85437682
bh9_06_23P -918.7052055290 -915.2626260880 -918.70625991
bh9_06_23R1 -392.3931307720 -390.3582627560 -392.39354659
bh9_06_24P -1129.5533376900 -1125.2839221600 -1129.55358983
bh9_06_24R1 -785.3944434050 -782.6627358390 -785.39344851
bh9_06_24TS -1129.4568322200 -1125.1635398900 -1129.45827123
bh9_06_25P -1129.5454149600 -1125.2756268800 -1129.54506390
bh9_06_25TS -1129.4586862000 -1125.1656387900 -1129.45910413
bh9_06_26P -1129.5433823600 -1125.2706555100 -1129.54348070
bh9_06_26TS -1129.4578955200 -1125.1597273500 -1129.45749729
bh9_06_27P -1129.5451688900 -1125.2761202500 -1129.54439675
bh9_06_27TS -1129.5246721000 -1125.2339772700 -1129.52564842
bh9_06_28P -1129.5428525500 -1125.2700315500 -1129.54298986
bh9_06_28R -1129.5477406300 -1125.2807631100 -1129.54829215
bh9_06_28TS -1129.5211930000 -1125.2298966000 -1129.52100314
bh9_06_29TS -1129.5224137600 -1125.2153760700 -1129.52250746
bh9_06_2P -487.0371198160 -485.8513688970 -487.03739653
bh9_06_30P -1129.5450700600 -1125.2800043700 -1129.54485701
bh9_06_30TS -1129.5302957500 -1125.2251929700 -1129.52976024
bh9_06_31P -1709.9030586400 -1706.3727229000 -1709.90326542
bh9_06_32P -1810.2851870800 -1806.4102470200 -1810.28513138
bh9_06_32R1 -295.3641268010 -294.0337137050 -295.36440435
bh9_06_33P2 -694.6180486840 -693.1640908790 -694.61769657
bh9_06_33R2 -693.9508016530 -692.5379920430 -693.95067969
bh9_06_33TS -2209.4912932300 -2205.4818878200 -2209.49079534
bh9_06_34P -1750.3426561500 -1746.5818270100 -1750.34269829
bh9_06_35P -1789.5897314400 -1785.6093151500 -1789.59069222
bh9_06_35R1 -274.6737062300 -273.2429850940 -274.67435839
bh9_06_4R1 -552.3066810480 -551.3285467070 -552.30461370
bh9_06_5P -1752.4910780400 -1749.9372304800 -1752.49035621
bh9_06_5R1 -348.3538892850 -346.6427445400 -348.35368019
bh9_06_5R2 -1404.1613915600 -1403.3301070300 -1404.16161098
bh9_06_5TS -1752.4995931600 -1749.9254869100 -1752.49845206
bh9_06_6R1 -249.0816433380 -247.8699124570 -249.08190030
bh9_06_7TS -641.8402497150 -639.9269549930 -641.83996558
bh9_06_8R1 -402.4787415520 -400.5429890170 -402.47841076
bh9_07_10P1 -682.0795807430 -679.0677970720 -682.08129210
bh9_07_10R1 -682.1075833970 -679.0992943690 -682.10826180
bh9_07_10TS -758.4499036050 -755.0873092840 -758.45086766
bh9_07_1P -323.0688703960 -321.6140756230 -323.06971357
bh9_07_1R -323.0648837260 -321.6115482870 -323.06554408
bh9_07_1TS -323.0105685620 -321.5324650010 -323.00904686
bh9_07_2P -494.8956605900 -492.7135742910 -494.89529839
bh9_07_2R -494.8965947330 -492.7132374400 -494.89657673
bh9_07_2TS -494.8956083150 -492.7086367030 -494.89559600
bh9_07_3P -541.8684971110 -539.4784527070 -541.86921899
bh9_07_3TS -541.8118776080 -539.4000061640 -541.81030354
bh9_07_4P1 -230.2085675010 -229.1327304190 -230.20703215
bh9_07_4P2 -192.8791114600 -191.9890232550 -192.87953069
bh9_07_4R1 -230.8287935020 -229.7646529260 -230.82907395
bh9_07_4R2 -192.2841640250 -191.3747579990 -192.28390601
bh9_07_4TS -423.0961733270 -421.0990322530 -423.09872431
bh9_07_5P -729.1281749070 -727.0209156210 -729.12881836
bh9_07_5R -729.0345929500 -726.9252905670 -729.03468742
bh9_07_5TS -729.0178928380 -726.8904222760 -729.01860160
bh9_07_6P -1365.0863592700 -1360.5547259200 -1365.08721097
bh9_07_6R -1365.1270998500 -1360.6079380200 -1365.12861198
bh9_07_6TS -1365.0821457000 -1360.5440930200 -1365.08433013
bh9_07_7P -1404.3775190200 -1399.6461686700 -1404.37949087
bh9_07_7R -1404.3332145300 -1399.5894634300 -1404.33401992
bh9_07_7TS -1404.3291160100 -1399.5793719900 -1404.33101007
bh9_07_8P1 -628.6465721310 -625.7987567390 -628.64706301
bh9_07_8P2 -629.1961494340 -626.3642328520 -629.19595884
bh9_07_8R1 -629.1938819630 -626.3667175630 -629.19362704
bh9_07_8TS -1257.8953624200 -1252.1909028200 -1257.89503084
bh9_07_9TS -399.4289793060 -397.6207924430 -399.43028326
bh9_08_10P1 -1441.0470488300 -1437.7524419400 -1441.04660769
bh9_08_10P2 -720.5736697760 -718.9080528240 -720.57442631
bh9_08_10R1 -1441.0424874900 -1437.7482883700 -1441.04206142
bh9_08_10TS -2161.6157076100 -2156.6318946800 -2161.61454954
bh9_08_11P1 -760.3513038570 -758.4869794470 -760.35104273
bh9_08_11P2 -1027.5845257400 -1024.3531357400 -1027.58549001
bh9_08_11R1 -1067.3234667100 -1063.9083073100 -1067.32304284
bh9_08_11TS -1787.9015351800 -1782.8067628700 -1787.89972965
bh9_08_12P1 -545.5151344460 -543.0071320300 -545.51847915
bh9_08_12P2 -913.9746076100 -911.4098650240 -913.97431075
bh9_08_12R1 -953.5718062570 -950.8018668020 -953.57144278
bh9_08_12R2 -505.9319887480 -503.6222466380 -505.93216403
bh9_08_12TS -1459.4811390500 -1454.3805582100 -1459.48113561
bh9_08_13P1 -174.5613481170 -173.6803809750 -174.56338831
bh9_08_13P2 -1127.1370740300 -1123.5116389000 -1127.13462819
bh9_08_13R1 -1205.9746081000 -1201.9434669100 -1205.97353393
bh9_08_13R2 -95.7135979571 -95.2307493976 -95.71376943
bh9_08_13TS -1301.6689109200 -1297.1458024700 -1301.66742782
bh9_08_14P1 -1022.3288869500 -1017.7599402000 -1022.32950106
bh9_08_14P2 -494.8751803640 -492.7035171650 -494.87580896
bh9_08_14R1 -570.5355501480 -568.0984514400 -570.53639261
bh9_08_14R2 -946.7189167380 -942.4331139040 -946.71917242
bh9_08_14TS -1517.2215634600 -1510.4129788200 -1517.22144633
bh9_08_15P1 -987.5409855930 -983.2454109850 -987.53975074
bh9_08_15P2 -551.5736487450 -549.1216076980 -551.57306283
bh9_08_15R1 -1027.9382967900 -1023.3949946800 -1027.93727892
bh9_08_15R2 -511.1996930940 -509.0066485800 -511.19966269
bh9_08_15TS -1539.1097550200 -1532.3451278200 -1539.10824074
bh9_08_1P1 -139.6053715870 -139.0574725160 -139.60587740
bh9_08_1P2 -228.2658909640 -227.2753535440 -228.26648592
bh9_08_1R1 -268.0529694790 -266.8735114140 -268.05302930
bh9_08_1TS -367.8477932640 -366.2972621420 -367.84725993
bh9_08_2P1 -499.5825168060 -499.1222260700 -499.58219538
bh9_08_2TS -727.8459991600 -726.3971968220 -727.84693901
bh9_08_3P1 -190.7571703660 -189.9453956800 -190.75678974
bh9_08_3P2 -504.4397672050 -502.1486303910 -504.43778177
bh9_08_3R1 -619.4312659480 -616.6881416180 -619.43131168
bh9_08_3R2 -75.7390008568 -75.3959005465 -75.74002275
bh9_08_3TS -695.1522228350 -692.0291353040 -695.15198123
bh9_08_4P -1633.8021991400 -1631.0738202000 -1633.80470775
bh9_08_4R1 -913.2168753260 -912.1699883780 -913.21758092
bh9_08_4TS -1633.7535375900 -1631.0188356200 -1633.75282986
bh9_08_5P1 -778.6246302310 -775.2862562470 -778.62517629
bh9_08_5R1 -727.2206096970 -725.8085012100 -727.22021216
bh9_08_5R2 -511.2086816610 -509.0148505310 -511.20945190
bh9_08_5TS -1238.4337271000 -1234.8205257900 -1238.43392411
bh9_08_6P1 -525.7802680000 -523.4335121000 -525.78146525
bh9_08_6P2 -458.2503864470 -456.2170496700 -458.24999160
bh9_08_6R1 -573.2027712160 -570.6996369890 -573.20199863
bh9_08_6R2 -410.8432507220 -408.9742027050 -410.84269952
bh9_08_6TS -984.0143011850 -979.6134757270 -984.01408471
bh9_08_7P2 -580.5606229570 -577.9492357880 -580.56114350
bh9_08_7R1 -620.3327643560 -617.5327032320 -620.33449882
bh9_08_7TS -1340.8913513800 -1336.4034782100 -1340.89129551
bh9_08_8P1 -323.7040679410 -322.2799346790 -323.70522249
bh9_08_8P2 -913.9750575640 -911.4093197190 -913.97464556
bh9_08_8R2 -284.1116986740 -282.8855709460 -284.11186694
bh9_08_8TS -1237.6532918000 -1233.6434133700 -1237.65157100
bh9_08_9P1 -1139.1827288200 -1135.5934298900 -1139.18151957
bh9_08_9P2 -486.0264387040 -483.8654528940 -486.02564717
bh9_08_9R1 -982.2226488920 -977.9183109380 -982.22268288
bh9_08_9R2 -643.0006287320 -641.5482896080 -643.00293161
bh9_08_9TS -1625.2180656500 -1619.4542821800 -1625.21748211
bh9_09_10P -722.7257183200 -719.6156648330 -722.72728911
bh9_09_10R -722.7180633570 -719.5959072500 -722.71920332
bh9_09_10TS -722.7186636660 -719.5914619780 -722.72036349
bh9_09_11R1 -421.1834538320 -420.5537318600 -421.18360060
bh9_09_11R2 -307.8761964170 -306.4103953840 -307.87671742
bh9_09_11TS -729.0132221190 -726.8896134950 -729.01368844
bh9_09_12P -968.8820829860 -965.9659405270 -968.88269773
bh9_09_12R1 -703.7646335400 -702.1225671540 -703.76476632
bh9_09_12R2 -265.1339698690 -263.8806005960 -265.13479362
bh9_09_12TS -968.8817059740 -965.9645035470 -968.88276734
bh9_09_13P -1028.1173334800 -1025.0077468900 -1028.11761033
bh9_09_13R1 -188.4050823420 -187.6634349180 -188.40375397
bh9_09_13R2 -839.7030811250 -837.3620589290 -839.70246822
bh9_09_13TS -1028.1048099400 -1024.9866095300 -1028.10279465
bh9_09_14P -614.5594987340 -611.6864743150 -614.55884554
bh9_09_14R2 -383.7198569530 -381.9140485560 -383.71923356
bh9_09_14TS -614.5445342560 -611.6477843180 -614.54447403
bh9_09_15P -614.5500606160 -611.6774822490 -614.54932204
bh9_09_15TS -614.5439789050 -611.6418109560 -614.54389376
bh9_09_16P -614.5659927370 -611.6896427960 -614.56519141
bh9_09_16R1 -230.8300173590 -229.7675663680 -230.82980884
bh9_09_16TS -614.5504554240 -611.6540972680 -614.55017596
bh9_09_17P -614.5898374830 -611.7002118100 -614.58919364
bh9_09_17TS -614.5427888550 -611.6385003580 -614.54222066
bh9_09_18P -1276.7101578700 -1273.9399132400 -1276.71152938
bh9_09_18R1 -590.6376980020 -589.5236276060 -590.63764644
bh9_09_18R2 -686.0388948040 -684.4067188810 -686.03808522
bh9_09_18TS -1276.6737471800 -1273.8926250900 -1276.67336039
bh9_09_19P -727.6109132560 -724.2375043900 -727.61077063
bh9_09_19R -727.6213427310 -724.2644502230 -727.62122308
bh9_09_19TS -727.5952160300 -724.2134497800 -727.59531805
bh9_09_1P -285.6274523600 -284.2997133190 -285.62746728
bh9_09_1R2 -92.7331861644 -92.3242512352 -92.72962396
bh9_09_1TS -285.6171708670 -284.2936054810 -285.61581218
bh9_09_20P -931.6569712690 -927.5787892290 -931.65519452
bh9_09_20TS -931.6432487970 -927.5539703330 -931.64218012
bh9_09_21P -838.1111568110 -834.2356388710 -838.11011957
bh9_09_21R1 -422.3180621600 -420.3667762040 -422.31841441
bh9_09_21R2 -415.7700334610 -413.8731303200 -415.76883616
bh9_09_21TS -838.0919702450 -834.2185377090 -838.09117126
bh9_09_22P -967.0814544760 -962.8057665380 -967.08271828
bh9_09_22R -967.0958798930 -962.8256561880 -967.09630958
bh9_09_22TS -967.0763736310 -962.7976795580 -967.07864690
bh9_09_23P -585.5566462470 -582.4931771010 -585.55409337
bh9_09_23R -585.5413171240 -582.4884708570 -585.53939708
bh9_09_23TS -585.5373144450 -582.4650677200 -585.53584498
bh9_09_24P -586.7702690600 -583.6867567590 -586.76862229
bh9_09_24R -586.7432738840 -583.6738336250 -586.74316794
bh9_09_24TS -586.7367257200 -583.6426749070 -586.73580557
bh9_09_25P -990.7534459980 -986.1943598140 -990.75433133
bh9_09_25TS -990.7390888820 -986.1787723010 -990.74079420
bh9_09_26P -1673.5541493300 -1667.4804749300 -1673.55387643
bh9_09_26R1 -910.3583717160 -907.7656872780 -910.35873547
bh9_09_26R2 -763.1935657850 -759.7306297660 -763.19350863
bh9_09_26TS -1673.5479220200 -1667.4633471400 -1673.54756371
bh9_09_2P -437.8075349830 -435.7932656880 -437.80705705
