Name E(HF/CBS) E(HF/aDZ) E(HF/aDZ-ACP_HF)
bh9_05_34P1 -574.3965633060 -574.2272180450 -574.3961468435
bh9_05_34R1 -575.1713295450 -575.0023673080 -575.1712334167
bh9_05_34TS -1262.5354461300 -1262.1619904900 -1262.5354515161
bh9_05_35P1 -573.8424220610 -573.6617708180 -573.8421957952
bh9_05_35R1 -574.6273198970 -574.4480580410 -574.6272147972
bh9_05_35TS -1261.9750295500 -1261.5923962600 -1261.9753939922
bh9_05_36P1 -794.7522689270 -794.5054424900 -794.7524137663
bh9_05_36P2 -707.5121869730 -707.2998938060 -707.5122110439
bh9_05_36R1 -795.5297471050 -795.2813004770 -795.5292376973
bh9_05_36R2 -706.7336891180 -706.5209774030 -706.7337667240
bh9_05_36TS -1502.1778162300 -1501.7250815100 -1502.1776682779
bh9_05_37P1 -730.2778034600 -730.1130318170 -730.2779009142
bh9_05_37R1 -731.0452001590 -730.8806380270 -731.0449776939
bh9_05_37TS -1418.3973955900 -1418.0282441400 -1418.3975528055
bh9_05_38P1 -500.1294860660 -499.9743764060 -500.1293028242
bh9_05_38R1 -500.9341120780 -500.7799597650 -500.9340593641
bh9_05_38TS -1188.2767213700 -1187.9184013900 -1188.2766332876
bh9_05_39P1 -500.1381728580 -499.9840287260 -500.1381623863
bh9_05_39R1 -500.9356514300 -500.7818504720 -500.9357344792
bh9_05_39TS -1188.2800441500 -1187.9226205100 -1188.2802607134
bh9_05_3P -493.1011994620 -492.9495455430 -493.1016471576
bh9_05_3R -493.0925922710 -492.9414686250 -493.0925905914
bh9_05_3TS -493.0618746720 -492.9103053070 -493.0618501755
bh9_05_40P1 -778.7832697900 -778.5400208010 -778.7836406153
bh9_05_40R1 -779.5435309540 -779.3004634280 -779.5435979710
bh9_05_40R2 -706.7380185720 -706.5246594370 -706.7378628902
bh9_05_40TS -1486.2231820900 -1485.7743546500 -1486.2231365213
bh9_05_41P1 -539.1649574110 -538.9991736250 -539.1652067626
bh9_05_41R1 -539.9770481620 -539.8123051860 -539.9772556870
bh9_05_41TS -1227.2915581100 -1226.9238113100 -1227.2913677428
bh9_05_42P1 -728.3041913050 -728.0952971750 -728.3043140619
bh9_05_42R1 -729.1095076270 -728.9001711490 -729.1099898655
bh9_05_42TS -1416.4408081300 -1416.0288088300 -1416.4403527838
bh9_05_4P -569.1446017910 -568.9713624560 -569.1445168122
bh9_05_4R -569.1138208880 -568.9398227740 -569.1138577379
bh9_05_4TS -569.0961729540 -568.9221380480 -569.0957186367
bh9_05_5P1 -247.1733868250 -247.0979442340 -247.1733957573
bh9_05_5P2 -263.9224390280 -263.8417480190 -263.9220099679
bh9_05_5R1 -247.9280195550 -247.8522503540 -247.9275845505
bh9_05_5R2 -263.1438880170 -263.0657128520 -263.1440068845
bh9_05_5TS -511.0227005850 -510.8711891740 -511.0229889248
bh9_05_6P -701.9946675810 -701.7846184410 -701.9947351343
bh9_05_6R -701.9923678680 -701.7825281330 -701.9924877509
bh9_05_6TS -701.9649740140 -701.7545767240 -701.9648023269
bh9_05_7P2 -286.9833772550 -286.8955635770 -286.9830677539
bh9_05_7R2 -286.2355565230 -286.1479047870 -286.2355393666
bh9_05_7TS -550.0803534150 -549.9169940700 -550.0807920141
bh9_05_8P -582.5539362940 -582.3817767470 -582.5544181955
bh9_05_8R -582.5460925000 -582.3742436950 -582.5465268291
bh9_05_8TS -582.5401083930 -582.3677626720 -582.5398806503
bh9_05_9P -582.4994697100 -582.3252421460 -582.4985102320
bh9_05_9R -582.4928509250 -582.3175432590 -582.4930127673
bh9_05_9TS -582.4825701650 -582.3078836940 -582.4827165912
bh9_06_10P -679.2148688810 -679.0093412540 -679.2148694528
bh9_06_10R1 -342.6635497440 -342.5525240110 -342.6640664679
bh9_06_10R2 -336.4857436740 -336.3865377800 -336.4857197266
bh9_06_10TS -679.1001556510 -678.8935420950 -679.0998605023
bh9_06_11P -679.2066869750 -679.0021452940 -679.2062603448
bh9_06_11TS -679.1044598220 -678.8981972360 -679.1039359065
bh9_06_12R -679.2200986160 -679.0100513060 -679.2201825881
bh9_06_12TS -679.1679853680 -678.9610832270 -679.1677097792
bh9_06_13TS -679.1844674080 -678.9771709260 -679.1841328036
bh9_06_14R -679.2166548330 -679.0067706120 -679.2168583243
bh9_06_14TS -679.1775285280 -678.9701590510 -679.1772697220
bh9_06_15P -759.2813192920 -759.1075377110 -759.2806477326
bh9_06_15R1 -234.2787734390 -234.2030835330 -234.2789150105
bh9_06_15R2 -524.9735267910 -524.8742874170 -524.9731853733
bh9_06_16P -1035.6874424600 -1035.3698118500 -1035.6875358230
bh9_06_16R -1035.6266250100 -1035.3077155100 -1035.6276609678
bh9_06_16TS -1035.5557295700 -1035.2393258800 -1035.5561053018
bh9_06_17P -1035.6825111100 -1035.3655743600 -1035.6826599435
bh9_06_17R -1035.6345727100 -1035.3144779500 -1035.6350001401
bh9_06_17TS -1035.5512458800 -1035.2356025600 -1035.5518510696
bh9_06_18P2 -408.4621594360 -408.3942559970 -408.4622938079
bh9_06_18R1 -809.1242675090 -808.9422406330 -809.1244386949
bh9_06_18R2 -407.8371002140 -407.7725540690 -407.8367977179
bh9_06_19P -1629.6977407700 -1629.4591253000 -1629.6975234862
bh9_06_19R2 -1512.5756878700 -1512.3730963300 -1512.5756717949
bh9_06_1TS -558.6586189990 -558.5441657380 -558.6586897604
bh9_06_20P -1728.5992964000 -1728.3260664800 -1728.5991922737
bh9_06_20R1 -216.0260346400 -215.9506028410 -216.0260712502
bh9_06_21P2 -551.7098137030 -551.6400913850 -551.7101366725
bh9_06_21R1 -1513.1821570200 -1512.9773840700 -1513.1822829521
bh9_06_21R2 -551.1050149010 -551.0378240160 -551.1048035480
bh9_06_21TS -2064.2530768800 -2063.9846303300 -2064.2528897935
bh9_06_22P -1668.7475230800 -1668.4970723100 -1668.7473897827
bh9_06_23P -915.4843908440 -915.2626260880 -915.4838201696
bh9_06_23R1 -390.4819513920 -390.3582627560 -390.4820774800
bh9_06_24P -1125.5666612400 -1125.2839221600 -1125.5670170622
bh9_06_24R1 -782.8359498130 -782.6627358390 -782.8357206923
bh9_06_24TS -1125.4444962400 -1125.1635398900 -1125.4454918503
bh9_06_25P -1125.5533915800 -1125.2756268800 -1125.5537145156
bh9_06_25TS -1125.4457822300 -1125.1656387900 -1125.4460393350
bh9_06_26P -1125.5477774000 -1125.2706555100 -1125.5476616027
bh9_06_26TS -1125.4383241300 -1125.1597273500 -1125.4374797055
bh9_06_27P -1125.5540354700 -1125.2761202500 -1125.5540646446
bh9_06_27TS -1125.5138491800 -1125.2339772700 -1125.5141699863
bh9_06_28P -1125.5472745400 -1125.2700315500 -1125.5468518122
bh9_06_28R -1125.5631838900 -1125.2807631100 -1125.5636665724
bh9_06_28TS -1125.5096455600 -1125.2298966000 -1125.5097007860
bh9_06_29TS -1125.4922133700 -1125.2153760700 -1125.4918041368
bh9_06_2P -485.9428683690 -485.8513688970 -485.9423099368
bh9_06_30P -1125.5585958500 -1125.2800043700 -1125.5587081350
bh9_06_30TS -1125.5023078700 -1125.2251929700 -1125.5022803128
bh9_06_31P -1706.6309924500 -1706.3727229000 -1706.6308723742
bh9_06_32P -1806.7065505700 -1806.4102470200 -1806.7069428398
bh9_06_32R1 -294.1329652530 -294.0337137050 -294.1328442633
bh9_06_33P2 -693.2523247920 -693.1640908790 -693.2526300742
bh9_06_33R2 -692.6264140010 -692.5379920430 -692.6264890897
bh9_06_33TS -2205.7696054000 -2205.4818878200 -2205.7689847863
bh9_06_34P -1746.8570247200 -1746.5818270100 -1746.8570733861
bh9_06_35P -1785.8944292000 -1785.6093151500 -1785.8948245984
bh9_06_35R1 -273.3304473270 -273.2429850940 -273.3306888831
bh9_06_4R1 -551.3987531150 -551.3285467070 -551.3985139531
bh9_06_5P -1750.0953720600 -1749.9372304800 -1750.0950756372
bh9_06_5R1 -346.7472450870 -346.6427445400 -346.7470843691
bh9_06_5R2 -1403.3919036100 -1403.3301070300 -1403.3921073246
bh9_06_5TS -1750.0855554900 -1749.9254869100 -1750.0852820939
bh9_06_6R1 -247.9469898020 -247.8699124570 -247.9469309335
bh9_06_7TS -640.0663236880 -639.9269549930 -640.0664872047
bh9_06_8R1 -400.6624751990 -400.5429890170 -400.6622491110
bh9_07_10P1 -679.2759809970 -679.0677970720 -679.2759050437
bh9_07_10R1 -679.3082632860 -679.0992943690 -679.3087558695
bh9_07_10TS -755.3205908950 -755.0873092840 -755.3206490167
bh9_07_1P -321.7111649230 -321.6140756230 -321.7112053241
bh9_07_1R -321.7094983360 -321.6115482870 -321.7093444746
bh9_07_1TS -321.6293644190 -321.5324650010 -321.6290396600
bh9_07_2P -492.8619190890 -492.7135742910 -492.8616954128
bh9_07_2R -492.8614845290 -492.7132374400 -492.8616756052
bh9_07_2TS -492.8570543570 -492.7086367030 -492.8566556004
bh9_07_3P -539.6361438330 -539.4784527070 -539.6365611935
bh9_07_3TS -539.5576980150 -539.4000061640 -539.5573699624
bh9_07_4P1 -229.2056943670 -229.1327304190 -229.2056406376
bh9_07_4P2 -192.0519433870 -191.9890232550 -192.0519728844
bh9_07_4R1 -229.8414885250 -229.7646529260 -229.8414477417
bh9_07_4R2 -191.4354199760 -191.3747579990 -191.4355397093
bh9_07_4TS -421.2336434310 -421.0990322530 -421.2345437875
bh9_07_5P -727.1623544390 -727.0209156210 -727.1625793127
bh9_07_5R -727.0712942220 -726.9252905670 -727.0703160687
bh9_07_5TS -727.0341682570 -726.8904222760 -727.0340468363
bh9_07_6P -1360.9415554700 -1360.5547259200 -1360.9408642940
bh9_07_6R -1360.9940536200 -1360.6079380200 -1360.9941717314
bh9_07_6TS -1360.9297601300 -1360.5440930200 -1360.9296904046
bh9_07_7P -1400.0429095300 -1399.6461686700 -1400.0436484329
bh9_07_7R -1399.9873912200 -1399.5894634300 -1399.9868193871
bh9_07_7TS -1399.9762715000 -1399.5793719900 -1399.9762690819
bh9_07_8P1 -625.9856553150 -625.7987567390 -625.9855210064
bh9_07_8P2 -626.5541238690 -626.3642328520 -626.5542310001
bh9_07_8R1 -626.5566351780 -626.3667175630 -626.5564961574
bh9_07_8TS -1252.5652204600 -1252.1909028200 -1252.5648614405
bh9_07_9TS -397.7427993820 -397.6207924430 -397.7426762833
bh9_08_10P1 -1437.9899249300 -1437.7524419400 -1437.9896947221
bh9_08_10P2 -719.0226607650 -718.9080528240 -719.0231684952
bh9_08_10R1 -1437.9858633400 -1437.7482883700 -1437.9856547996
bh9_08_10TS -2156.9797334100 -2156.6318946800 -2156.9786877930
bh9_08_11P1 -758.6208752470 -758.4869794470 -758.6209535651
bh9_08_11P2 -1024.6365959200 -1024.3531357400 -1024.6372940671
bh9_08_11R1 -1064.2091524800 -1063.9083073100 -1064.2097903411
bh9_08_11TS -1783.2199311900 -1782.8067628700 -1783.2197842761
bh9_08_12P1 -543.1664322620 -543.0071320300 -543.1661727090
bh9_08_12P2 -911.5875706780 -911.4098650240 -911.5879426015
bh9_08_12R1 -950.9983187800 -950.8018668020 -950.9979189938
bh9_08_12R2 -503.7684259610 -503.6222466380 -503.7684181065
bh9_08_12TS -1454.7139947400 -1454.3805582100 -1454.7142480494
bh9_08_13P1 -173.7388810930 -173.6803809750 -173.7384814484
bh9_08_13P2 -1123.7530272400 -1123.5116389000 -1123.7522244066
bh9_08_13R1 -1202.2134776000 -1201.9434669100 -1202.2134860181
bh9_08_13R2 -95.2630877321 -95.2307493976 -95.2632474256
bh9_08_13TS -1297.4423162200 -1297.1458024700 -1297.4425078378
bh9_08_14P1 -1018.0625985300 -1017.7599402000 -1018.0628611549
bh9_08_14P2 -492.8517039480 -492.7035171650 -492.8518134660
bh9_08_14R1 -568.2714476080 -568.0984514400 -568.2718431143
bh9_08_14R2 -942.7104315680 -942.4331139040 -942.7107641309
bh9_08_14TS -1510.8577486700 -1510.4129788200 -1510.8565323026
bh9_08_15P1 -983.5464772320 -983.2454109850 -983.5465866100
bh9_08_15P2 -549.2869971390 -549.1216076980 -549.2873804901
bh9_08_15R1 -1023.7041242900 -1023.3949946800 -1023.7044473999
bh9_08_15R2 -509.1632660370 -509.0066485800 -509.1637237436
bh9_08_15TS -1532.8090069800 -1532.3451278200 -1532.8082699608
bh9_08_1P1 -139.1091899870 -139.0574725160 -139.1089227050
bh9_08_1P2 -227.3477030550 -227.2753535440 -227.3479662664
bh9_08_1R1 -266.9626046540 -266.8735114140 -266.9626485590
bh9_08_1TS -366.4155343310 -366.2972621420 -366.4149697141
bh9_08_2P1 -499.1564553320 -499.1222260700 -499.1563441186
bh9_08_2TS -726.4986988720 -726.3971968220 -726.4988916620
bh9_08_3P1 -190.0087620060 -189.9453956800 -190.0089844661
bh9_08_3P2 -502.2946926500 -502.1486303910 -502.2952708150
bh9_08_3R1 -616.8742479980 -616.6881416180 -616.8742126280
bh9_08_3R2 -75.4182633826 -75.3959005465 -75.4195579920
bh9_08_3TS -692.2354815210 -692.0291353040 -692.2363687243
bh9_08_4P -1631.2631552300 -1631.0738202000 -1631.2635402926
bh9_08_4R1 -912.2467885090 -912.1699883780 -912.2470986435
bh9_08_4TS -1631.2062871800 -1631.0188356200 -1631.2058319458
bh9_08_5P1 -775.5287515070 -775.2862562470 -775.5288383934
bh9_08_5R1 -725.9119867950 -725.8085012100 -725.9121895519
bh9_08_5R2 -509.1715463730 -509.0148505310 -509.1718739441
bh9_08_5TS -1235.0751183600 -1234.8205257900 -1235.0744616637
bh9_08_6P1 -523.5856493450 -523.4335121000 -523.5857415345
bh9_08_6P2 -456.3568576030 -456.2170496700 -456.3568848080
bh9_08_6R1 -570.8791182530 -570.6996369890 -570.8787265843
bh9_08_6R2 -409.0864568310 -408.9742027050 -409.0873499929
bh9_08_6TS -979.9032062500 -979.6134757270 -979.9034930653
bh9_08_7P2 -578.1166894590 -577.9492357880 -578.1171012186
bh9_08_7R1 -617.7172930740 -617.5327032320 -617.7174018282
bh9_08_7TS -1336.6987040800 -1336.4034782100 -1336.6983462919
bh9_08_8P1 -322.3844680350 -322.2799346790 -322.3842845929
bh9_08_8P2 -911.5869252720 -911.4093197190 -911.5872097972
bh9_08_8R2 -282.9758028990 -282.8855709460 -282.9759121802
bh9_08_8TS -1233.9227444400 -1233.6434133700 -1233.9229604681
bh9_08_9P1 -1135.9154158000 -1135.5934298900 -1135.9149483459
bh9_08_9P2 -484.0020127800 -483.8654528940 -484.0029542420
bh9_08_9R1 -978.2069294470 -977.9183109380 -978.2062852096
bh9_08_9R2 -641.7181401130 -641.5482896080 -641.7185875523
bh9_08_9TS -1619.9109330700 -1619.4542821800 -1619.9121861310
bh9_09_10P -719.8313734240 -719.6156648330 -719.8315802194
bh9_09_10R -719.8149835800 -719.5959072500 -719.8146734877
bh9_09_10TS -719.8090962960 -719.5914619780 -719.8086164465
bh9_09_11R1 -420.6050385350 -420.5537318600 -420.6052935014
bh9_09_11R2 -306.5032798440 -306.4103953840 -306.5033240862
bh9_09_11TS -727.0332613910 -726.8896134950 -727.0330438183
bh9_09_12P -966.2104214870 -965.9659405270 -966.2100307966
bh9_09_12R1 -702.2917421910 -702.1225671540 -702.2915488391
bh9_09_12R2 -263.9607234440 -263.8806005960 -263.9605671480
bh9_09_12TS -966.2092587490 -965.9645035470 -966.2091093603
bh9_09_13P -1025.2217747400 -1025.0077468900 -1025.2221714214
bh9_09_13R1 -187.7265339670 -187.6634349180 -187.7266775111
bh9_09_13R2 -837.5191204330 -837.3620589290 -837.5189404561
bh9_09_13TS -1025.2036712100 -1024.9866095300 -1025.2032228674
bh9_09_14P -611.8697279010 -611.6864743150 -611.8694160405
bh9_09_14R2 -382.0272149070 -381.9140485560 -382.0273493726
bh9_09_14TS -611.8337625970 -611.6477843180 -611.8338530747
bh9_09_15P -611.8602894590 -611.6774822490 -611.8600629231
bh9_09_15TS -611.8266380240 -611.6418109560 -611.8268266354
bh9_09_16P -611.8737695300 -611.6896427960 -611.8735079008
bh9_09_16R1 -229.8438540520 -229.7675663680 -229.8443108710
bh9_09_16TS -611.8401994310 -611.6540972680 -611.8400671028
bh9_09_17P -611.8844653540 -611.7002118100 -611.8843174301
bh9_09_17TS -611.8246585930 -611.6385003580 -611.8246264306
bh9_09_18P -1274.1265731000 -1273.9399132400 -1274.1264167668
bh9_09_18R1 -589.6074780530 -589.5236276060 -589.6072318936
bh9_09_18R2 -684.5154467960 -684.4067188810 -684.5169178249
bh9_09_18TS -1274.0810990100 -1273.8926250900 -1274.0812927661
bh9_09_19P -724.4478874470 -724.2375043900 -724.4477144745
bh9_09_19R -724.4754221760 -724.2644502230 -724.4754558336
bh9_09_19TS -724.4236620170 -724.2134497800 -724.4230662885
bh9_09_1P -284.3851975070 -284.2997133190 -284.3857089122
bh9_09_1R2 -92.3493858547 -92.3242512352 -92.3505990392
bh9_09_1TS -284.3798434510 -284.2936054810 -284.3801838026
bh9_09_20P -927.8591957450 -927.5787892290 -927.8590254556
bh9_09_20TS -927.8365468060 -927.5539703330 -927.8357662173
bh9_09_21P -834.4780335640 -834.2356388710 -834.4781954667
bh9_09_21R1 -420.4927974900 -420.3667762040 -420.4928940755
bh9_09_21R2 -413.9913441900 -413.8731303200 -413.9917084676
bh9_09_21TS -834.4610411570 -834.2185377090 -834.4618967669
bh9_09_22P -963.0997132610 -962.8057665380 -963.0992600816
bh9_09_22R -963.1213946330 -962.8256561880 -963.1213599210
bh9_09_22TS -963.0917873210 -962.7976795580 -963.0909008231
bh9_09_23P -582.6643742920 -582.4931771010 -582.6632890983
bh9_09_23R -582.6622391800 -582.4884708570 -582.6614245315
bh9_09_23TS -582.6381151880 -582.4650677200 -582.6370622596
bh9_09_24P -583.8625903820 -583.6867567590 -583.8618663697
bh9_09_24R -583.8535641420 -583.6738336250 -583.8536601403
bh9_09_24TS -583.8205467180 -583.6426749070 -583.8199197836
bh9_09_25P -986.4915000710 -986.1943598140 -986.4917754915
bh9_09_25TS -986.4769447110 -986.1787723010 -986.4772389749
bh9_09_26P -1667.9641205800 -1667.4804749300 -1667.9647160443
bh9_09_26R1 -908.0210852350 -907.7656872780 -908.0210267695
bh9_09_26R2 -759.9654562180 -759.7306297660 -759.9657956800
bh9_09_26TS -1667.9489191100 -1667.4633471400 -1667.9491834238
bh9_09_2P -435.9194320180 -435.7932656880 -435.9202410677
bh9_09_2R1 -343.5773638040 -343.4738676500 -343.5775414009
bh9_09_2TS -435.9109814570 -435.7837639240 -435.9115875022
bh9_09_3P -307.3595574150 -307.2652503300 -307.3595992029
bh9_09_3R1 -115.9182757850 -115.8783275090 -115.9182061662
bh9_09_3TS -307.2958802250 -307.1986337050 -307.2955358587
bh9_09_4P -307.3551388530 -307.2613413460 -307.3549310973
bh9_09_4TS -307.2977481510 -307.2011302490 -307.2976197543
bh9_09_5P -307.3530126180 -307.2593672720 -307.3532737600
bh9_09_5R1 -115.9155147710 -115.8768510710 -115.9158577566
bh9_09_5TS -307.2925313090 -307.1968281280 -307.2925649508
bh9_09_6P -307.3782702230 -307.2829230700 -307.3783167612
bh9_09_6TS -307.3121039780 -307.2154309470 -307.3122925210
bh9_09_7P -421.2866412510 -421.1557952060 -421.2864219527
bh9_09_7TS -421.2467666530 -421.1130454270 -421.2469272464
bh9_09_8P -421.2895222050 -421.1578015390 -421.2892351134
bh9_09_8TS -421.2525223330 -421.1187284510 -421.2524502428
bh9_09_9P -421.3051443080 -421.1726990500 -421.3049061672
bse49_B-B_10_A -484.7648999990 -484.7385544900 -484.7651718756
bse49_B-B_10_AB -969.6533794520 -969.6022126400 -969.6539390002
bse49_B-B_11_A -943.7617154710 -943.7180121500 -943.7620646366
bse49_B-B_11_AB -1887.6451919500 -1887.5606374400 -1887.6451992417
bse49_B-B_12_AB -1428.6497775500 -1428.5819655800 -1428.6500606319
bse49_B-B_13_AB -969.6519180190 -969.6007525900 -969.6520301632
bse49_B-B_13_B -25.7624478697 -25.7536470700 -25.7625445739
bse49_B-B_14_AB -510.6546740530 -510.6200022400 -510.6550036491
bse49_B-B_15_AB -609.6314025040 -609.5553355800 -609.6317730274
bse49_B-B_15_B -124.7459243790 -124.6927646200 -124.7457961232
bse49_B-B_16_AB -1167.6177351400 -1167.4834079900 -1167.6177863533
bse49_B-B_16_B -223.7314380360 -223.6347428200 -223.7310584621
bse49_B-B_17_A -583.7456668590 -583.6753688600 -583.7455376377
bse49_B-B_17_AB -807.6024494500 -807.4430523000 -807.6023530930
bse49_B-B_18_AB -1527.6297612600 -1527.5202867500 -1527.6296119814
bse49_B-B_19_A -100.7375434500 -100.6999522200 -100.7375053329
bse49_B-B_19_AB -201.5954588440 -201.5230427200 -201.5957510953
bse49_B-B_1_A -103.9025777360 -103.8678975700 -103.9024610450
bse49_B-B_1_AB -207.9190354940 -207.8507475000 -207.9196628045
bse49_B-B_20_A -175.7045388000 -175.6396103900 -175.7042072685
bse49_B-B_20_AB -351.5367616280 -351.4127595100 -351.5368397443
bse49_B-B_21_AB -201.5975968570 -201.5260569700 -201.5976563066
bse49_B-B_22_AB -126.6243841160 -126.5788821100 -126.6245091572
bse49_B-B_23_A -597.5957902700 -597.5328830900 -597.5960072346
bse49_B-B_23_AB -623.4267686420 -623.3555860400 -623.4260263001
bse49_B-B_24_AB -1195.2255430900 -1195.1033429500 -1195.2257447596
bse49_B-B_25_A -237.4713345830 -237.3914446700 -237.4718375338
bse49_B-B_25_AB -475.0708174670 -474.9110115100 -475.0717823669
bse49_B-B_26_A -139.7741922480 -139.7220564300 -139.7737230928
bse49_B-B_26_AB -165.6602460210 -165.6000978200 -165.6599423177
bse49_B-B_27_AB -279.6671605100 -279.5655360900 -279.6666359540
bse49_B-B_28_AB -356.2473628720 -356.1344711200 -356.2474140281
bse49_B-B_29_AB -320.3538751000 -320.2576298100 -320.3538626103
bse49_B-B_2_A -103.8803039420 -103.8463183500 -103.8804574139
bse49_B-B_2_AB -207.8828496380 -207.8152121000 -207.8835760802
bse49_B-B_2_B -103.8810319310 -103.8470973200 -103.8812839115
bse49_B-B_30_A -80.8933589258 -80.8658721800 -80.8937384655
bse49_B-B_30_AB -106.7793826710 -106.7430842700 -106.7798846393
bse49_B-B_31_A -119.9340264970 -119.8935303000 -119.9341466802
bse49_B-B_31_AB -145.8192817010 -145.7699856400 -145.8194560836
bse49_B-B_32_A -158.9757802900 -158.9222168200 -158.9757789930
bse49_B-B_32_AB -184.8603548430 -184.7979933900 -184.8603134786
bse49_B-B_33_AB -318.0663019790 -317.9606402700 -318.0667081362
bse49_B-B_34_AB -144.5818171560 -144.5378842800 -144.5820865937
bse49_B-B_35_AB -183.6417036250 -183.5851816400 -183.6418864817
bse49_B-B_36_AB -222.6842780560 -222.6144675500 -222.6837605401
bse49_B-B_37_AB -183.6226256020 -183.5658504900 -183.6225026379
bse49_B-B_38_AB -237.5064313100 -237.4370871400 -237.5067990638
